label,weight,profit
item_330,3,7
item_331,5,3
item_332,4,13
item_333,4,5
item_334,3,10
item_335,2,17
item_336,5,7
item_337,3,13
item_338,4,19
item_339,1,5
item_340,3,4
item_341,1,2
item_342,1,10
item_343,3,7
item_344,1,14
item_345,4,10
item_346,3,19
item_347,4,13
item_348,3,19
item_349,2,11
item_350,3,18
item_351,4,2
item_352,1,7
item_353,4,12
item_354,2,3
item_355,3,14
item_356,5,11
item_357,3,3
item_358,1,9
item_359,2,6
item_360,1,19
item_361,4,12
item_362,5,20
item_363,3,6
item_364,1,15
item_365,2,13
item_366,5,4
item_367,3,13
item_368,3,3
item_369,2,7
item_370,3,17
item_371,2,14
item_372,2,19
item_373,4,11
item_374,2,7
item_375,2,19
item_376,2,11
item_377,5,14
item_378,3,9
item_379,1,8
item_380,4,13
item_381,4,5
item_382,3,19
item_383,2,14
item_384,1,19
item_385,3,6
item_386,1,11
item_387,3,3
item_388,5,18
item_389,2,3
item_390,4,10
item_391,4,11
item_392,1,17
item_393,5,6
item_394,3,8
item_395,5,11
item_396,4,17
item_397,1,16
item_398,2,19
item_399,3,17
item_400,1,7
item_401,3,20
item_402,2,4
item_403,3,8
item_404,3,11
item_405,2,7
item_406,1,14
item_407,3,5
item_408,4,2
item_409,4,14
item_410,4,8
item_411,3,17
item_412,5,10
item_413,1,11
item_414,3,18
item_415,4,9
item_416,3,10
item_417,4,9
item_418,3,4
item_419,2,19
item_420,2,14
item_421,3,17
item_422,4,17
item_423,2,7
item_424,4,15
item_425,4,2
item_426,1,13
item_427,5,20
item_428,4,9
item_429,1,13
item_430,4,9
item_431,4,18
item_432,1,16
item_433,2,8
item_434,1,11
item_435,3,16
item_436,1,2
item_437,4,13
item_438,1,18
item_439,1,10
item_440,1,6
item_441,1,16
item_442,5,14
item_443,1,9
item_444,2,12
item_445,3,9
item_446,1,17
item_447,1,8
item_448,2,6
item_449,3,12
item_450,5,7
item_451,5,14
item_452,1,12
item_453,3,15
item_454,1,13
item_455,3,18
item_456,2,16
item_457,3,8
item_458,3,13
item_459,3,15
item_460,3,17
item_461,3,18
item_462,3,7
item_463,2,12
item_464,4,3
item_465,2,15
item_466,1,4
item_467,3,19
item_468,3,18
item_469,4,6
item_470,4,10
item_471,4,15
item_472,2,3
item_473,5,4
item_474,5,17
item_475,4,20
item_476,5,16
item_477,2,16
item_478,1,11
item_479,2,14
item_480,3,12
item_481,4,19
item_482,1,5
item_483,1,18
item_484,3,18
item_485,1,2
item_486,4,18
item_487,2,9
item_488,1,19
item_489,2,10
item_490,1,18
item_491,1,10
item_492,3,15
item_493,5,9
item_494,4,4
item_495,2,3
item_496,2,9
item_497,5,2
item_498,2,9
item_499,5,17
item_500,1,14
item_501,3,20
item_502,2,9
item_503,1,3
item_504,4,10
item_505,3,13
item_506,3,1
item_507,4,6
item_508,1,12
item_509,1,16
item_510,1,5
item_511,4,7
item_512,1,18
item_513,1,17
item_514,1,3
item_515,1,4
item_516,3,1
item_517,1,16
item_518,1,7
item_519,1,2
item_520,4,11
item_521,4,10
item_522,4,11
item_523,1,11
item_524,5,2
item_525,4,17
item_526,3,10
item_527,5,2
item_528,2,9
item_529,3,10
item_530,5,2
item_531,1,13
item_532,1,6
item_533,3,11
item_534,2,20
item_535,3,10
item_536,3,3
item_537,4,17
item_538,3,16
item_539,4,5
item_540,2,5
item_541,2,10
item_542,2,3
item_543,2,14
item_544,2,4
item_545,5,2
item_546,4,3
item_547,1,15
item_548,4,12
item_549,3,12
item_550,2,3
item_551,2,14
item_552,4,17
item_553,4,19
item_554,3,8
item_555,3,5
item_556,3,5
item_557,1,17
item_558,2,15
item_559,3,16
item_560,4,20
item_561,4,13
item_562,3,2
item_563,5,17
item_564,1,4
item_565,4,7
item_566,2,1
item_567,4,12
item_568,2,4
item_569,3,2
item_570,4,5
item_571,2,7
item_572,2,15
item_573,4,12
item_574,1,2
item_575,1,13
item_576,3,6
item_577,3,10
item_578,2,6
item_579,4,3
item_580,2,6
item_581,3,10
item_582,3,2
item_583,2,12
item_584,1,7
item_585,1,4
item_586,1,7
item_587,1,15
item_588,1,8
item_589,4,10
item_590,4,16
item_591,1,17
item_592,1,1
item_593,5,17
item_594,3,12
item_595,4,9
item_596,1,1
item_597,2,16
item_598,3,17
item_599,5,3
item_600,4,6
item_601,3,11
item_602,2,7
item_603,2,7
item_604,1,11
item_605,1,11
item_606,5,8
item_607,4,17
item_608,4,5
item_609,1,5
item_610,3,15
item_611,3,4
item_612,4,10
item_613,4,15
item_614,2,19
item_615,3,13
item_616,3,17
item_617,3,4
item_618,1,9
item_619,2,6
item_620,1,11
item_621,2,10
item_622,1,17
item_623,1,17
item_624,4,13
item_625,3,10
item_626,3,16
item_627,4,10
item_628,4,13
item_629,2,10
item_630,1,2
item_631,1,18
item_632,2,15
item_633,3,4
item_634,1,9
item_635,2,11
item_636,1,8
item_637,1,9
item_638,2,12
item_639,4,13
item_640,1,3
item_641,3,6
item_642,4,13
item_643,5,18
item_644,2,12
item_645,1,8
item_646,5,14
item_647,2,12
item_648,5,7
item_649,2,16
item_650,4,14
item_651,4,15
item_652,3,11
item_653,3,9
item_654,2,8
item_655,1,5
item_656,5,10
item_657,1,4
item_658,1,17
item_659,1,16
item_660,4,18
item_661,1,7
item_662,4,3
item_663,2,4
item_664,4,16
item_665,4,4
item_666,2,9
item_667,3,6
item_668,2,6
item_669,4,10
item_670,3,7
item_671,4,10
item_672,4,8
item_673,5,20
item_674,2,6
item_675,2,11
item_676,5,17
item_677,4,4
item_678,1,13
item_679,4,12
item_680,1,17
item_681,4,6
item_682,4,6
item_683,5,4
item_684,2,19
item_685,1,10
item_686,2,2
item_687,1,11
item_688,1,20
item_689,2,2
item_690,5,17
item_691,3,16
item_692,1,6
item_693,4,14
item_694,1,14
item_695,2,1
item_696,1,6
item_697,4,11
item_698,4,11
item_699,1,6
item_700,2,2
item_701,2,16
item_702,2,3
item_703,5,12
item_704,1,11
item_705,1,4
item_706,2,13
item_707,1,9
item_708,3,3
item_709,5,2
item_710,3,11
item_711,5,12
item_712,2,10
item_713,3,20
item_714,1,1
item_715,4,8
item_716,4,13
item_717,4,15
item_718,2,2
item_719,3,16
item_720,1,16
item_721,2,14
item_722,3,16
item_723,1,16
item_724,2,7
item_725,1,5
item_726,1,19
item_727,3,20
item_728,3,6
item_729,4,5
item_730,2,16
item_731,4,7
item_732,1,8
item_733,4,15
item_734,4,8
item_735,5,10
item_736,3,19
item_737,3,16
item_738,4,2
item_739,3,17
item_740,3,7
item_741,1,14
item_742,2,12
item_743,2,14
item_744,2,2
item_745,4,8
item_746,5,6
item_747,5,19
item_748,1,13
item_749,2,16
item_750,3,19
item_751,1,13
item_752,4,2
item_753,1,16
item_754,2,8
item_755,3,12
item_756,3,19
item_757,2,16
item_758,3,11
item_759,2,13
item_760,1,3
item_761,4,10
item_762,2,12
item_763,1,6
item_764,2,20
item_765,2,18
item_766,3,3
item_767,4,10
item_768,4,9
item_769,1,14
item_770,4,7
item_771,2,2
item_772,3,18
item_773,4,15
item_774,5,13
item_775,4,11
item_776,1,5
item_777,1,16
item_778,1,12
item_779,2,16
item_780,3,13
item_781,1,7
item_782,5,15
item_783,3,16
item_784,4,2
item_785,5,13
item_786,2,14
item_787,2,18
item_788,4,13
item_789,1,19
item_790,2,18
item_791,1,3
item_792,1,4
item_793,2,14
item_794,2,19
item_795,4,17
item_796,1,13
item_797,3,3
item_798,2,11
item_799,3,4
item_800,5,4
item_801,3,15
item_802,3,17
item_803,3,17
item_804,1,2
item_805,3,12
item_806,3,16
item_807,2,13
item_808,3,13
item_809,2,19
item_810,2,16
item_811,3,7
item_812,1,2
item_813,2,10
item_814,1,13
item_815,2,15
item_816,4,17
item_817,5,3
item_818,2,12
item_819,2,10
item_820,1,6
item_821,1,7
item_822,2,13
item_823,1,17
item_824,1,7
item_825,3,7
item_826,4,10
item_827,3,10
item_828,2,1
item_829,5,11
item_830,5,5
item_831,2,2
item_832,3,18
item_833,3,10
item_834,3,17
item_835,2,18
item_836,4,16
item_837,2,9
item_838,3,5
item_839,3,2
item_840,3,16
item_841,1,20
item_842,3,3
item_843,5,8
item_844,4,7
item_845,5,15
item_846,1,11
item_847,3,2
item_848,1,7
item_849,2,10
item_850,3,11
item_851,2,13
item_852,1,20
item_853,4,7
item_854,2,17
item_855,3,14
item_856,2,16
item_857,2,14
item_858,5,12
item_859,4,15
item_860,3,2
item_861,2,19
item_862,4,16
item_863,3,15
item_864,3,4
item_865,3,13
item_866,4,4
item_867,3,2
item_868,5,3
item_869,1,7
item_870,1,14
item_871,2,16
item_872,5,18
item_873,4,2
item_874,1,5
item_875,2,14
item_876,3,7
item_877,1,18
item_878,2,8
item_879,4,15
item_880,3,14
item_881,3,5
item_882,1,12
item_883,1,19
item_884,2,6
item_885,1,14
item_886,2,8
item_887,5,16
item_888,1,3
item_889,3,8
item_890,5,17
item_891,5,16
item_892,2,6
item_893,4,8
item_894,2,6
item_895,2,5
item_896,3,19
item_897,4,4
item_898,3,12
item_899,1,14
item_900,3,13
item_901,1,9
item_902,4,3
item_903,4,1
item_904,3,19
item_905,2,19
item_906,4,10
item_907,1,19
item_908,2,13
item_909,5,3
item_910,3,11
item_911,4,19
item_912,5,4
item_913,4,4
item_914,5,20
item_915,2,10
item_916,5,19
item_917,5,18
item_918,1,12
item_919,1,20
item_920,1,20
item_921,3,10
item_922,5,17
item_923,2,5
item_924,1,4
item_925,2,6
item_926,1,15
item_927,4,12
item_928,4,4
item_929,4,18
item_930,4,11
item_931,1,14
item_932,1,4
item_933,2,6
item_934,1,5
item_935,4,19
item_936,2,15
item_937,1,13
item_938,3,2
item_939,1,7
item_940,2,11
item_941,4,14
item_942,2,3
item_943,5,7
item_944,3,5
item_945,1,4
item_946,4,13
item_947,2,11
item_948,2,11
item_949,3,5
item_950,1,15
item_951,4,3
item_952,2,14
item_953,1,12
item_954,1,11
item_955,3,12
item_956,1,7
item_957,3,3
item_958,1,12
item_959,1,11
item_960,4,10
item_961,3,10
item_962,1,10
item_963,4,15
item_964,2,17
item_965,4,12
item_966,1,8
item_967,1,20
item_968,5,2
item_969,5,2
item_970,2,16
item_971,4,20
item_972,3,9
item_973,5,8
item_974,4,18
item_975,2,14
item_976,3,11
item_977,3,8
item_978,1,11
item_979,3,15
item_980,1,1
item_981,1,7
item_982,3,11
item_983,3,17
item_984,1,8
item_985,1,19
item_986,4,3
item_987,4,9
item_988,4,18
item_989,1,5
item_990,1,2
item_991,3,14
item_992,1,15
item_993,2,5
item_994,1,17
item_995,1,11
item_996,2,16
item_997,4,7
item_998,3,14
item_999,2,7
item_1000,1,14
item_1001,1,7
item_1002,1,19
item_1003,4,18
item_1004,3,9
item_1005,3,19
item_1006,5,14
item_1007,4,7
item_1008,2,4
item_1009,2,15
item_1010,2,17
item_1011,2,14
item_1012,4,18
item_1013,3,19
item_1014,3,4
item_1015,1,5
item_1016,3,19
item_1017,4,3
item_1018,4,5
item_1019,1,14
item_1020,3,18
item_1021,1,15
item_1022,4,12
item_1023,2,18
item_1024,2,19
item_1025,1,19
item_1026,5,3
item_1027,5,10
item_1028,1,12
item_1029,1,18
item_1030,3,16
item_1031,2,11
item_1032,2,6
item_1033,3,10
item_1034,1,20
item_1035,2,17
item_1036,5,8
item_1037,2,12
item_1038,1,4
item_1039,1,19
item_1040,3,9
item_1041,1,7
item_1042,2,17
item_1043,3,13
item_1044,3,6
item_1045,4,19
item_1046,3,10
item_1047,1,16
item_1048,1,15
item_1049,2,18
item_1050,3,13
item_1051,1,2
item_1052,4,19
item_1053,3,16
item_1054,2,17
item_1055,1,14
item_1056,1,11
item_1057,2,13
item_1058,3,13
item_1059,2,10
item_1060,1,11
item_1061,1,11
item_1062,1,20
item_1063,1,16
item_1064,3,16
item_1065,5,3
item_1066,1,4
item_1067,1,11
item_1068,4,6
item_1069,2,8
item_1070,2,12
item_1071,5,5
item_1072,3,17
item_1073,3,17
item_1074,4,3
item_1075,2,12
item_1076,1,1
item_1077,1,10
item_1078,2,16
item_1079,3,17
item_1080,1,11
item_1081,1,5
item_1082,4,18
item_1083,2,2
item_1084,1,19
item_1085,5,12
item_1086,1,19
item_1087,2,19
item_1088,3,15
item_1089,4,9
item_1090,1,4
item_1091,1,17
item_1092,2,18
item_1093,2,15
item_1094,1,20
item_1095,4,11
item_1096,5,2
item_1097,2,17
item_1098,2,16
item_1099,5,9
item_1100,4,2
item_1101,1,20
item_1102,2,8
item_1103,5,9
item_1104,3,14
item_1105,1,13
item_1106,4,15
item_1107,1,4
item_1108,4,13
item_1109,4,7
item_1110,1,1
item_1111,2,8
item_1112,1,4
item_1113,1,10
item_1114,3,9
item_1115,1,8
item_1116,1,12
item_1117,2,8
item_1118,2,8
item_1119,1,18
item_1120,5,20
item_1121,3,4
item_1122,2,4
item_1123,2,10
item_1124,1,9
item_1125,2,10
item_1126,1,6
item_1127,1,13
item_1128,3,5
item_1129,1,7
item_1130,5,7
item_1131,3,16
item_1132,2,7
item_1133,4,17
item_1134,5,4
item_1135,2,19
item_1136,1,7
item_1137,5,19
item_1138,2,14
item_1139,3,12
item_1140,1,8
item_1141,4,8
item_1142,1,12
item_1143,3,11
item_1144,3,11
item_1145,5,10
item_1146,4,9
item_1147,2,14
item_1148,4,16
item_1149,2,10
item_1150,3,6
item_1151,3,15
item_1152,4,2
item_1153,5,10
item_1154,2,11
item_1155,5,14
item_1156,3,16
item_1157,2,18
item_1158,3,13
item_1159,1,16
item_1160,3,8
item_1161,3,2
item_1162,5,14
item_1163,2,15
item_1164,5,9
item_1165,1,6
item_1166,3,11
item_1167,3,12
item_1168,2,8
item_1169,4,12
item_1170,3,8
item_1171,1,3
item_1172,2,19
item_1173,1,19
item_1174,1,7
item_1175,2,5
item_1176,2,10
item_1177,2,14
item_1178,2,7
item_1179,4,3
item_1180,4,13
item_1181,3,4
item_1182,5,6
item_1183,1,4
item_1184,3,19
item_1185,1,9
item_1186,1,13
item_1187,2,2
item_1188,3,5
item_1189,3,8
item_1190,4,5
item_1191,4,16
item_1192,1,3
item_1193,4,5
item_1194,2,10
item_1195,1,17
item_1196,3,13
item_1197,3,13
item_1198,3,8
item_1199,4,13
item_1200,4,14
item_1201,2,13
item_1202,1,4
item_1203,1,7
item_1204,1,14
item_1205,3,9
item_1206,1,8
item_1207,1,13
item_1208,4,13
item_1209,5,12
item_1210,2,4
item_1211,2,10
item_1212,1,8
item_1213,1,4
item_1214,4,19
item_1215,3,10
item_1216,3,9
item_1217,4,10
item_1218,1,2
item_1219,4,7
item_1220,1,11
item_1221,1,10
item_1222,4,16
item_1223,3,3
item_1224,1,16
item_1225,4,8
item_1226,4,2
item_1227,4,11
item_1228,5,3
item_1229,4,15
item_1230,2,20
item_1231,2,8
item_1232,4,9
item_1233,5,16
item_1234,1,16
item_1235,3,8
item_1236,4,13
item_1237,1,4
item_1238,1,5
item_1239,1,8
item_1240,1,11
item_1241,2,14
item_1242,2,6
item_1243,4,20
item_1244,3,3
item_1245,5,16
item_1246,5,20
item_1247,4,3
item_1248,4,6
item_1249,4,17
item_1250,4,14
item_1251,2,12
item_1252,1,9
item_1253,2,13
item_1254,4,3
item_1255,3,6
item_1256,5,8
item_1257,5,7
item_1258,1,16
item_1259,4,15
item_1260,2,14
item_1261,2,2
item_1262,3,5
item_1263,2,5
item_1264,1,17
item_1265,2,12
item_1266,3,10
item_1267,2,14
item_1268,1,3
item_1269,4,10
item_1270,1,17
item_1271,2,1
item_1272,5,5
item_1273,3,4
item_1274,3,4
item_1275,5,6
item_1276,3,6
item_1277,2,18
item_1278,1,9
item_1279,2,14
item_1280,1,13
item_1281,4,1
item_1282,2,4
item_1283,1,14
item_1284,1,14
item_1285,4,20
item_1286,2,4
item_1287,1,8
item_1288,4,3
item_1289,2,18
item_1290,1,16
item_1291,4,4
item_1292,5,4
item_1293,3,1
item_1294,3,9
item_1295,4,13
item_1296,1,9
item_1297,3,17
item_1298,1,3
item_1299,4,12
item_1300,2,19
item_1301,2,4
item_1302,1,3
item_1303,3,12
item_1304,3,16
item_1305,3,17
item_1306,3,7
item_1307,3,11
item_1308,4,7
item_1309,1,18
item_1310,5,10
item_1311,1,10
item_1312,3,11
item_1313,5,20
item_1314,5,4
item_1315,4,12
item_1316,2,14
item_1317,4,19
item_1318,4,1
item_1319,1,6
item_1320,1,2
item_1321,4,11
item_1322,3,11
item_1323,2,14
item_1324,1,11
item_1325,3,6
item_1326,2,11
item_1327,1,16
item_1328,3,8
item_1329,3,17
item_1330,3,2
item_1331,4,15
item_1332,4,2
item_1333,1,9
item_1334,2,13
item_1335,2,15
item_1336,4,3
item_1337,4,14
item_1338,1,19
item_1339,3,16
item_1340,4,4
item_1341,1,16
item_1342,1,18
item_1343,4,2
item_1344,4,6
item_1345,1,15
item_1346,3,2
item_1347,2,8
item_1348,3,12
item_1349,2,6
item_1350,1,12
item_1351,4,5
item_1352,3,2
item_1353,4,6
item_1354,2,8
item_1355,1,19
item_1356,4,12
item_1357,5,15
item_1358,2,7
item_1359,2,15
item_1360,1,2
item_1361,2,11
item_1362,5,4
item_1363,4,20
item_1364,5,2
item_1365,2,6
item_1366,4,7
item_1367,3,1
item_1368,1,12
item_1369,2,13
item_1370,2,12
item_1371,3,16
item_1372,1,18
item_1373,4,6
item_1374,1,9
item_1375,1,8
item_1376,4,18
item_1377,5,1
item_1378,3,17
item_1379,4,3
item_1380,3,6
item_1381,3,2
item_1382,5,15
item_1383,1,18
item_1384,4,11
item_1385,4,8
item_1386,5,3
item_1387,1,4
item_1388,4,2
item_1389,3,9
item_1390,5,6
item_1391,1,7
item_1392,4,14
item_1393,4,7
item_1394,1,2
item_1395,1,16
item_1396,3,4
item_1397,1,10
item_1398,2,11
item_1399,5,5
item_1400,2,6
item_1401,1,4
item_1402,3,17
item_1403,4,2
item_1404,4,7
item_1405,1,6
item_1406,2,11
item_1407,3,6
item_1408,5,2
item_1409,2,10
item_1410,4,6
item_1411,2,16
item_1412,1,1
item_1413,4,20
item_1414,1,17
item_1415,2,13
item_1416,3,12
item_1417,1,16
item_1418,1,2
item_1419,5,9
item_1420,1,18
item_1421,4,7
item_1422,1,10
item_1423,1,12
item_1424,4,8
item_1425,1,14
item_1426,1,5
item_1427,1,6
item_1428,4,2
item_1429,3,6
item_1430,2,9
item_1431,3,2
item_1432,1,4
item_1433,1,18
item_1434,3,13
item_1435,4,16
item_1436,5,16
item_1437,2,11
item_1438,2,18
item_1439,3,8
item_1440,1,7
item_1441,1,18
item_1442,4,2
item_1443,5,11
item_1444,4,20
item_1445,5,3
item_1446,3,6
item_1447,4,18
item_1448,1,20
item_1449,1,17
item_1450,4,8
item_1451,4,17
item_1452,1,12
item_1453,4,14
item_1454,5,2
item_1455,4,19
item_1456,3,12
item_1457,1,20
item_1458,4,10
item_1459,2,10
item_1460,1,5
item_1461,1,11
item_1462,1,18
item_1463,1,3
item_1464,4,18
item_1465,4,7
item_1466,1,12
item_1467,5,16
item_1468,4,17
item_1469,5,8
item_1470,5,9
item_1471,1,7
item_1472,1,4
item_1473,5,16
item_1474,5,13
item_1475,1,19
item_1476,4,19
item_1477,4,5
item_1478,3,4
item_1479,2,14
item_1480,1,15
item_1481,5,19
item_1482,2,20
item_1483,5,2
item_1484,3,18
item_1485,5,5
item_1486,3,19
item_1487,1,15
item_1488,1,20
item_1489,1,18
item_1490,1,14
item_1491,3,18
item_1492,2,6
item_1493,1,2
item_1494,1,3
item_1495,1,8
item_1496,4,19
item_1497,4,10
item_1498,2,11
item_1499,1,10
item_1500,4,13
item_1501,3,4
item_1502,1,17
item_1503,2,7
item_1504,5,2
item_1505,1,8
item_1506,4,11
item_1507,4,3
item_1508,3,13
item_1509,2,2
item_1510,5,4
item_1511,4,4
item_1512,1,5
item_1513,1,14
item_1514,4,15
item_1515,1,6
item_1516,1,2
item_1517,3,17
item_1518,1,8
item_1519,2,7
item_1520,3,12
item_1521,1,1
item_1522,1,7
item_1523,1,17
item_1524,2,9
item_1525,2,14
item_1526,1,11
item_1527,1,18
item_1528,2,9
item_1529,1,10
item_1530,1,6
item_1531,1,15
item_1532,3,3
item_1533,2,11
item_1534,5,12
item_1535,3,17
item_1536,4,9
item_1537,3,17
item_1538,2,18
item_1539,2,2
item_1540,5,15
item_1541,3,18
item_1542,4,14
item_1543,3,3
item_1544,4,4
item_1545,5,19
item_1546,4,3
item_1547,2,20
item_1548,2,20
item_1549,3,17
item_1550,1,18
item_1551,5,2
item_1552,2,9
item_1553,2,6
item_1554,2,18
item_1555,4,13
item_1556,3,9
item_1557,2,4
item_1558,3,15
item_1559,5,19
item_1560,3,3
item_1561,2,11
item_1562,2,9
item_1563,2,10
item_1564,3,2
item_1565,1,4
item_1566,3,14
item_1567,1,18
item_1568,2,6
item_1569,4,18
item_1570,4,1
item_1571,4,7
item_1572,1,10
item_1573,4,3
item_1574,4,4
item_1575,5,9
item_1576,4,6
item_1577,2,13
item_1578,1,5
item_1579,4,15
item_1580,4,17
item_1581,4,11
item_1582,1,7
item_1583,3,4
item_1584,4,18
item_1585,1,5
item_1586,4,17
item_1587,1,10
item_1588,5,14
item_1589,1,17
item_1590,3,13
item_1591,1,2
item_1592,2,12
item_1593,1,18
item_1594,3,8
item_1595,1,18
item_1596,4,14
item_1597,2,8
item_1598,1,12
item_1599,5,17
item_1600,3,14
item_1601,1,9
item_1602,1,16
item_1603,4,1
item_1604,5,13
item_1605,3,1
item_1606,1,16
item_1607,2,19
item_1608,3,9
item_1609,2,8
item_1610,1,10
item_1611,3,17
item_1612,2,3
item_1613,3,14
item_1614,4,8
item_1615,3,13
item_1616,2,3
item_1617,1,20
item_1618,3,17
item_1619,1,15
item_1620,4,7
item_1621,1,16
item_1622,5,16
item_1623,4,12
item_1624,3,14
item_1625,4,13
item_1626,5,6
item_1627,2,8
item_1628,1,14
item_1629,3,5
item_1630,4,5
item_1631,3,16
item_1632,5,14
item_1633,3,17
item_1634,4,18
item_1635,1,3
item_1636,1,6
item_1637,4,16
item_1638,1,14
item_1639,2,3
item_1640,2,15
item_1641,2,16
item_1642,2,6
item_1643,2,17
item_1644,2,17
item_1645,3,19
item_1646,1,18
item_1647,3,17
item_1648,2,7
item_1649,1,17
item_1650,1,5
item_1651,2,12
item_1652,5,10
item_1653,2,15
item_1654,4,10
item_1655,3,4
item_1656,3,1
item_1657,1,15
item_1658,1,16
item_1659,2,16
item_1660,1,13
item_1661,3,9
item_1662,5,8
item_1663,1,5
