label,weight,profit
item_213,8,28
item_214,10,6
item_215,12,78
item_216,2,45
item_217,3,96
item_218,8,10
item_219,4,86
item_220,7,81
item_221,10,99
item_222,9,95
item_223,13,63
item_224,11,53
item_225,13,57
item_226,14,76
item_227,8,30
item_228,4,66
item_229,12,55
item_230,10,31
item_231,2,32
item_232,5,35
item_233,9,18
item_234,4,71
item_235,11,11
item_236,7,57
item_237,7,25
item_238,7,91
item_239,9,71
item_240,13,78
item_241,6,6
item_242,6,77
item_243,13,96
item_244,7,76
item_245,9,62
item_246,4,26
item_247,7,8
item_248,6,70
item_249,7,21
item_250,8,17
item_251,10,8
item_252,7,59
item_253,1,66
item_254,3,49
item_255,2,41
item_256,4,36
item_257,12,41
item_258,12,84
item_259,5,13
item_260,1,56
item_261,15,38
item_262,10,79
item_263,10,77
item_264,14,24
item_265,1,19
item_266,3,69
item_267,9,26
item_268,11,78
item_269,3,63
item_270,11,16
item_271,12,97
item_272,3,7
item_273,5,69
item_274,14,43
item_275,11,12
item_276,11,65
item_277,2,78
item_278,13,62
item_279,3,98
item_280,12,38
item_281,7,40
item_282,8,37
item_283,13,83
item_284,2,96
item_285,10,84
item_286,11,46
item_287,11,97
item_288,5,82
item_289,9,51
item_290,7,74
item_291,5,86
item_292,13,13
item_293,13,28
item_294,8,63
item_295,6,8
item_296,13,22
item_297,4,81
item_298,6,89
item_299,11,31
item_300,1,95
item_301,2,73
item_302,8,77
item_303,11,66
item_304,8,80
item_305,2,26
item_306,11,34
item_307,9,50
item_308,8,45
item_309,11,36
item_310,11,31
item_311,5,16
item_312,4,16
item_313,8,77
item_314,4,26
item_315,8,74
item_316,15,55
item_317,5,15
item_318,4,27
item_319,4,6
item_320,8,31
item_321,15,58
item_322,11,17
item_323,13,52
item_324,13,60
item_325,8,47
item_326,4,10
item_327,14,50
item_328,13,43
item_329,2,65
item_330,2,19
item_331,9,34
item_332,15,16
item_333,12,63
item_334,12,26
item_335,8,48
item_336,7,87
item_337,15,34
item_338,10,63
item_339,11,95
item_340,4,25
item_341,10,20
item_342,3,12
item_343,1,48
item_344,9,33
item_345,4,72
item_346,11,48
item_347,11,93
item_348,12,64
item_349,10,94
item_350,7,57
item_351,10,91
item_352,13,12
item_353,3,34
item_354,11,59
item_355,5,17
item_356,11,71
item_357,14,53
item_358,8,13
item_359,2,46
item_360,6,29
item_361,2,96
item_362,13,60
item_363,14,100
item_364,10,31
item_365,2,77
item_366,8,67
item_367,14,22
item_368,9,65
item_369,8,14
item_370,6,37
item_371,10,86
item_372,6,71
item_373,5,95
item_374,12,57
item_375,7,35
item_376,6,97
item_377,7,54
item_378,15,67
item_379,9,44
item_380,4,39
item_381,12,64
item_382,12,24
item_383,9,93
item_384,7,71
item_385,3,97
item_386,10,28
item_387,3,57
item_388,9,14
item_389,15,92
item_390,7,16
item_391,13,52
item_392,11,53
item_393,5,84
item_394,15,28
item_395,9,41
item_396,14,53
item_397,13,87
item_398,5,80
item_399,7,94
item_400,8,83
item_401,5,33
item_402,9,100
item_403,8,19
item_404,9,38
item_405,9,57
item_406,7,36
item_407,4,71
item_408,9,27
item_409,12,9
item_410,11,72
item_411,12,42
item_412,10,83
item_413,15,52
item_414,2,53
item_415,9,88
item_416,13,47
item_417,8,48
item_418,11,44
item_419,10,20
item_420,8,97
item_421,6,71
item_422,10,86
item_423,13,87
item_424,6,35
item_425,11,77
item_426,13,8
item_427,2,65
item_428,14,100
item_429,11,46
item_430,2,65
item_431,13,47
item_432,11,91
item_433,2,81
item_434,5,41
item_435,3,55
item_436,9,80
item_437,3,12
item_438,13,64
item_439,4,92
item_440,3,49
item_441,5,29
item_442,1,81
item_443,14,69
item_444,3,47
item_445,6,61
item_446,10,45
item_447,4,85
item_448,4,42
item_449,8,28
item_450,9,60
item_451,15,33
item_452,15,68
item_453,5,59
item_454,11,76
item_455,2,63
item_456,8,91
item_457,5,81
item_458,10,38
item_459,10,64
item_460,10,73
item_461,10,85
item_462,10,91
item_463,10,34
item_464,7,60
item_465,11,14
item_466,5,76
item_467,3,18
item_468,9,97
item_469,8,92
item_470,13,29
item_471,13,51
item_472,12,76
item_473,6,16
item_474,14,18
item_475,15,87
item_476,11,98
item_477,15,81
item_478,6,80
item_479,1,56
item_480,7,69
item_481,10,61
item_482,13,94
item_483,3,27
item_484,1,89
item_485,9,92
item_486,4,11
item_487,13,91
item_488,5,44
item_489,3,95
item_490,5,52
item_491,2,89
item_492,3,48
item_493,10,76
item_494,14,45
item_495,11,20
item_496,7,14
item_497,8,44
item_498,14,8
item_499,6,47
item_500,14,86
item_501,2,70
item_502,9,98
item_503,6,43
item_504,4,17
item_505,13,48
item_506,10,66
item_507,9,7
item_508,12,28
item_509,3,59
item_510,2,78
item_511,4,26
item_512,13,36
item_513,3,91
item_514,1,87
item_515,3,17
item_516,5,22
item_517,10,7
item_518,1,80
item_519,4,36
item_520,3,10
item_521,11,55
item_522,11,50
item_523,12,54
item_524,3,53
item_525,14,9
item_526,12,87
item_527,8,49
item_528,14,11
item_529,8,43
item_530,11,52
item_531,14,12
item_532,2,63
item_533,2,31
item_534,10,57
item_535,6,99
item_536,8,48
item_537,9,14
item_538,11,86
item_539,10,78
item_540,11,25
item_541,7,27
item_542,6,48
item_543,7,14
item_544,7,68
item_545,6,20
item_546,14,11
item_547,13,14
item_548,2,75
item_549,12,58
item_550,9,58
item_551,6,17
item_552,6,68
item_553,12,87
item_554,11,97
item_555,9,38
item_556,9,25
item_557,10,26
item_558,3,85
item_559,6,77
item_560,9,82
item_561,13,98
item_562,12,63
item_563,10,7
item_564,14,84
item_565,5,22
item_566,11,34
item_567,6,6
item_568,13,59
item_569,7,18
item_570,10,8
item_571,11,25
item_572,7,37
item_573,6,74
item_574,12,59
item_575,2,10
item_576,3,64
item_577,10,31
item_578,10,51
item_579,7,31
item_580,12,16
item_581,7,32
item_582,10,51
item_583,10,9
item_584,7,62
item_585,1,34
item_586,4,18
item_587,5,36
item_588,1,76
item_589,3,41
item_590,11,53
item_591,13,82
item_592,2,87
item_593,2,7
item_594,14,87
item_595,9,59
item_596,11,45
item_597,3,7
item_598,6,81
item_599,10,84
item_600,14,13
item_601,13,28
item_602,9,55
item_603,7,34
item_604,6,37
item_605,3,54
item_606,3,53
item_607,14,38
item_608,11,83
item_609,12,27
item_610,3,24
item_611,9,77
item_612,10,22
item_613,12,52
item_614,12,77
item_615,7,93
item_616,9,65
item_617,10,87
item_618,10,19
item_619,2,47
item_620,5,31
item_621,2,53
item_622,5,48
item_623,2,84
item_624,2,87
item_625,13,63
item_626,8,49
item_627,9,80
item_628,14,48
item_629,12,67
item_630,6,50
item_631,3,11
item_632,2,90
item_633,6,73
item_634,8,21
item_635,4,47
item_636,7,55
item_637,3,40
item_638,5,44
item_639,6,62
item_640,12,66
item_641,2,14
item_642,10,32
item_643,11,67
item_644,14,88
item_645,6,60
item_646,3,38
item_647,15,71
item_648,6,62
item_649,14,34
item_650,6,80
item_651,12,69
item_652,13,75
item_653,11,55
item_654,10,45
item_655,6,39
item_656,4,25
item_657,14,51
item_658,4,18
item_659,2,85
item_660,2,78
item_661,13,89
item_662,2,37
item_663,12,17
item_664,6,20
item_665,13,78
item_666,12,21
item_667,7,44
item_668,10,28
item_669,7,32
item_670,11,48
item_671,8,34
item_672,12,50
item_673,13,40
item_674,14,99
item_675,7,32
item_676,6,55
item_677,15,83
item_678,12,18
item_679,4,66
item_680,13,58
item_681,2,85
item_682,13,32
item_683,12,31
item_684,14,19
item_685,7,95
item_686,4,48
item_687,6,8
item_688,2,53
item_689,4,99
item_690,6,8
item_691,14,85
item_692,10,80
item_693,3,32
item_694,13,71
item_695,3,72
item_696,7,6
item_697,2,29
item_698,13,57
item_699,11,55
item_700,3,32
item_701,5,10
item_702,7,80
item_703,7,16
item_704,14,62
item_705,1,54
item_706,4,19
item_707,7,63
item_708,4,45
item_709,10,13
item_710,15,11
item_711,8,53
item_712,15,58
item_713,6,50
item_714,10,98
item_715,5,7
item_716,12,38
item_717,11,65
item_718,12,75
item_719,6,9
item_720,9,82
item_721,3,79
item_722,8,71
item_723,10,82
item_724,2,79
item_725,7,33
item_726,2,24
item_727,2,94
item_728,8,99
item_729,9,29
item_730,12,23
item_731,6,79
item_732,13,37
item_733,3,40
item_734,13,76
item_735,14,42
item_736,15,52
item_737,8,93
item_738,8,81
item_739,11,12
item_740,9,83
item_741,9,36
item_742,2,68
item_743,5,62
item_744,7,71
item_745,6,9
item_746,13,38
item_747,15,31
item_748,15,95
item_749,2,66
item_750,6,81
item_751,11,96
item_752,3,63
item_753,12,8
item_754,2,79
item_755,6,41
item_756,9,62
item_757,11,95
item_758,6,77
item_759,9,55
item_760,7,67
item_761,4,16
item_762,11,52
item_763,6,58
item_764,5,30
item_765,7,100
item_766,5,92
item_767,8,17
item_768,13,48
item_769,14,47
item_770,2,70
item_771,13,35
item_772,6,11
item_773,9,90
item_774,13,73
item_775,14,66
item_776,12,53
item_777,3,24
item_778,3,80
item_779,1,58
item_780,6,81
item_781,9,63
item_782,2,34
item_783,15,73
item_784,8,78
item_785,13,12
item_786,15,66
item_787,7,70
item_788,6,88
item_789,12,66
item_790,4,97
item_791,7,92
item_792,2,17
item_793,3,21
item_794,6,72
item_795,6,94
item_796,14,85
item_797,5,65
item_798,9,17
item_799,5,56
item_800,8,21
item_801,14,20
item_802,10,73
item_803,9,85
item_804,9,83
item_805,1,9
item_806,10,60
item_807,10,78
item_808,7,66
item_809,8,65
item_810,5,96
item_811,8,81
item_812,11,33
item_813,2,11
item_814,7,51
item_815,4,63
item_816,5,73
item_817,11,87
item_818,15,17
item_819,6,58
item_820,5,49
item_821,5,29
item_822,2,33
item_823,6,63
item_824,4,87
item_825,3,36
item_826,9,35
item_827,12,52
item_828,8,52
item_829,5,7
item_830,14,53
item_831,15,25
item_832,6,10
item_833,8,89
item_834,10,50
item_835,9,85
item_836,7,89
item_837,11,78
item_838,6,43
item_839,9,23
item_840,9,12
item_841,8,78
item_842,5,99
item_843,11,16
item_844,15,42
item_845,12,37
item_846,14,77
item_847,4,53
item_848,8,9
item_849,3,37
item_850,8,48
item_851,9,54
item_852,6,63
item_853,3,99
item_854,11,33
item_855,6,84
item_856,8,72
item_857,5,82
item_858,6,69
item_859,15,60
item_860,12,74
item_861,11,8
item_862,8,97
item_863,12,79
item_864,9,74
item_865,9,21
item_866,10,64
item_867,13,19
item_868,11,8
item_869,14,15
item_870,1,35
item_871,3,71
item_872,7,79
item_873,14,88
item_874,11,11
item_875,3,25
item_876,6,68
item_877,8,35
item_878,3,92
item_879,6,39
item_880,12,73
item_881,10,71
item_882,10,23
item_883,4,58
item_884,4,97
item_885,5,32
item_886,4,72
item_887,5,38
item_888,14,81
item_889,5,17
item_890,10,41
item_891,15,83
item_892,14,81
item_893,5,32
item_894,11,38
item_895,7,29
item_896,8,24
item_897,9,94
item_898,11,18
item_899,10,61
item_900,4,69
item_901,8,66
item_902,2,44
item_903,11,15
item_904,12,5
item_905,9,93
item_906,7,94
item_907,13,50
item_908,4,97
item_909,6,66
item_910,14,14
item_911,9,56
item_912,11,94
item_913,14,22
item_914,13,22
item_915,14,100
item_916,7,52
item_917,14,96
item_918,14,88
item_919,1,59
item_920,2,98
item_921,5,99
item_922,9,52
item_923,14,86
item_924,8,23
item_925,3,20
item_926,7,29
item_927,4,75
item_928,12,59
item_929,12,22
item_930,13,90
item_931,13,54
item_932,2,69
item_933,4,18
item_934,6,29
item_935,5,27
item_936,12,96
item_937,5,74
item_938,1,67
item_939,11,11
item_940,3,34
item_941,7,53
item_942,14,72
item_943,5,16
item_944,14,33
item_945,10,26
item_946,3,20
item_947,11,63
item_948,7,57
item_949,8,56
item_950,10,26
item_951,4,77
item_952,13,13
item_953,7,72
item_954,2,59
item_955,2,57
item_956,8,59
item_957,3,36
item_958,8,16
item_959,4,60
item_960,2,53
item_961,12,48
item_962,8,48
item_963,2,49
item_964,12,74
item_965,7,83
item_966,11,60
item_967,2,38
item_968,2,99
item_969,14,12
item_970,14,8
item_971,7,78
item_972,12,98
item_973,10,45
item_974,15,41
item_975,13,91
item_976,6,70
item_977,10,56
item_978,10,38
item_979,4,56
item_980,8,74
item_981,4,5
item_982,1,33
item_983,10,57
item_984,8,83
item_985,4,38
item_986,5,94
item_987,11,16
item_988,12,45
item_989,12,89
item_990,1,25
item_991,2,8
item_992,9,72
item_993,2,75
item_994,7,27
item_995,4,87
item_996,2,53
item_997,5,82
item_998,11,35
item_999,9,69
item_1000,5,34
