label,weight,profit
item_350,35,5
item_351,13,80
item_352,24,34
item_353,31,35
item_354,41,24
item_355,23,84
item_356,7,99
item_357,18,51
item_358,6,15
item_359,43,87
item_360,48,72
item_361,29,85
item_362,14,12
item_363,40,73
item_364,13,89
item_365,6,90
item_366,35,8
item_367,37,95
item_368,5,100
item_369,5,90
item_370,43,50
item_371,49,27
item_372,16,11
item_373,46,71
item_374,34,77
item_375,12,94
item_376,18,98
item_377,5,26
item_378,11,35
item_379,33,88
item_380,22,63
item_381,13,37
item_382,12,17
item_383,32,10
item_384,18,15
item_385,36,47
item_386,31,54
item_387,38,71
item_388,32,67
item_389,41,2
item_390,9,18
item_391,12,49
item_392,13,75
item_393,42,21
item_394,41,92
item_395,5,43
item_396,21,70
item_397,9,43
item_398,16,60
item_399,1,24
item_400,21,20
item_401,3,57
item_402,17,58
item_403,44,21
item_404,4,35
item_405,47,66
item_406,1,46
item_407,5,65
item_408,6,7
item_409,18,16
item_410,18,61
item_411,49,28
item_412,18,39
item_413,27,47
item_414,36,22
item_415,49,87
item_416,15,6
item_417,43,94
item_418,38,13
item_419,4,79
item_420,16,94
item_421,34,30
item_422,26,43
item_423,22,83
item_424,7,1
item_425,47,66
item_426,14,17
item_427,25,58
item_428,7,75
item_429,44,50
item_430,6,32
item_431,18,43
item_432,32,31
item_433,30,64
item_434,7,53
item_435,48,76
item_436,3,39
item_437,1,83
item_438,1,100
item_439,20,74
item_440,7,58
item_441,22,47
item_442,43,2
item_443,17,15
item_444,3,93
item_445,16,20
item_446,44,17
item_447,9,93
item_448,19,56
item_449,33,88
item_450,17,97
item_451,15,81
item_452,18,96
item_453,4,91
item_454,37,2
item_455,32,60
item_456,34,86
item_457,44,52
item_458,13,60
item_459,45,35
item_460,13,13
item_461,13,91
item_462,10,14
item_463,37,18
item_464,6,24
item_465,48,35
item_466,12,23
item_467,18,82
item_468,1,5
item_469,39,88
item_470,48,11
item_471,46,25
item_472,11,21
item_473,1,65
item_474,21,1
item_475,31,45
item_476,30,21
item_477,9,40
item_478,42,78
item_479,12,94
item_480,42,74
item_481,13,51
item_482,42,61
item_483,39,82
item_484,49,84
item_485,30,13
item_486,49,86
item_487,2,81
item_488,12,49
item_489,29,93
item_490,14,90
item_491,8,11
item_492,42,4
item_493,30,64
item_494,42,51
item_495,43,18
item_496,12,60
item_497,36,71
item_498,16,60
item_499,7,34
item_500,43,87
item_501,34,18
item_502,6,55
item_503,7,94
item_504,42,1
item_505,24,76
item_506,27,76
item_507,22,74
item_508,11,39
item_509,43,43
item_510,41,90
item_511,9,85
item_512,9,60
item_513,19,33
item_514,4,40
item_515,25,88
item_516,33,87
item_517,12,80
item_518,11,70
item_519,15,93
item_520,4,52
item_521,5,81
item_522,28,73
item_523,18,7
item_524,42,100
item_525,3,25
item_526,43,20
item_527,16,82
item_528,46,38
item_529,21,46
item_530,2,51
item_531,6,25
item_532,10,48
item_533,46,25
item_534,33,81
item_535,41,65
item_536,6,52
item_537,28,10
item_538,48,7
item_539,17,92
item_540,4,11
item_541,12,31
item_542,34,33
item_543,33,22
item_544,22,65
item_545,25,94
item_546,26,53
item_547,2,19
item_548,14,90
item_549,49,26
item_550,23,71
item_551,11,39
item_552,15,45
item_553,25,6
item_554,8,6
item_555,44,45
item_556,17,72
item_557,25,13
item_558,7,81
item_559,25,21
item_560,15,78
item_561,18,100
item_562,12,51
item_563,21,9
item_564,21,59
item_565,20,66
item_566,11,23
item_567,6,25
item_568,8,46
item_569,32,98
item_570,43,96
item_571,1,86
item_572,47,48
item_573,43,77
item_574,22,7
item_575,46,88
item_576,19,65
item_577,16,64
item_578,10,1
item_579,35,54
item_580,13,57
item_581,41,51
item_582,1,39
item_583,14,86
item_584,49,48
item_585,4,1
item_586,40,83
item_587,45,23
item_588,34,30
item_589,11,98
item_590,15,97
item_591,20,40
item_592,16,66
item_593,36,28
item_594,13,74
item_595,45,82
item_596,35,53
item_597,3,68
item_598,37,90
item_599,11,9
item_600,16,15
item_601,40,86
item_602,5,34
item_603,28,65
item_604,6,89
item_605,9,32
item_606,7,73
item_607,37,42
item_608,38,50
item_609,41,10
item_610,2,97
item_611,1,12
item_612,41,19
item_613,6,26
item_614,6,34
item_615,1,16
item_616,20,5
item_617,15,83
item_618,27,24
item_619,36,20
item_620,1,97
item_621,2,82
item_622,28,17
item_623,20,66
item_624,44,62
item_625,38,46
item_626,23,8
item_627,30,83
item_628,8,21
item_629,24,82
item_630,34,16
item_631,40,83
item_632,39,33
item_633,28,22
item_634,2,86
item_635,4,75
item_636,4,88
item_637,30,80
item_638,33,11
item_639,4,30
item_640,41,78
item_641,32,100
item_642,13,33
item_643,33,55
item_644,18,58
item_645,24,54
item_646,27,34
item_647,44,23
item_648,9,85
item_649,50,28
item_650,31,93
item_651,39,51
item_652,8,63
item_653,35,16
item_654,31,8
item_655,6,22
item_656,7,7
item_657,23,16
item_658,10,45
item_659,21,5
item_660,36,41
item_661,21,49
item_662,4,25
item_663,29,29
item_664,30,37
item_665,49,41
item_666,26,1
item_667,5,82
item_668,49,58
item_669,48,10
item_670,6,11
item_671,17,6
item_672,10,66
item_673,36,81
item_674,15,95
item_675,10,10
item_676,22,23
item_677,15,13
item_678,8,13
item_679,38,88
item_680,29,75
item_681,41,93
item_682,34,81
item_683,37,19
item_684,29,47
item_685,16,4
item_686,26,24
item_687,4,29
item_688,40,39
item_689,38,6
item_690,25,30
item_691,22,94
item_692,48,84
item_693,45,20
item_694,20,54
item_695,25,38
item_696,24,29
item_697,10,88
item_698,41,93
item_699,38,5
item_700,34,75
item_701,17,69
item_702,3,63
item_703,49,50
item_704,5,5
item_705,16,46
item_706,10,62
item_707,48,8
item_708,31,56
item_709,25,59
item_710,40,93
item_711,28,36
item_712,44,14
item_713,14,96
item_714,29,50
item_715,8,12
item_716,25,74
item_717,41,98
item_718,41,33
item_719,50,81
item_720,17,11
item_721,28,13
item_722,41,55
item_723,36,100
item_724,6,32
item_725,24,45
item_726,5,78
item_727,25,64
item_728,43,89
item_729,30,20
item_730,2,94
item_731,29,61
item_732,41,53
item_733,5,15
item_734,25,46
item_735,33,51
item_736,18,57
item_737,11,20
item_738,11,4
item_739,22,29
item_740,5,77
item_741,5,39
item_742,43,35
item_743,46,79
item_744,8,56
item_745,21,69
item_746,41,62
item_747,9,60
item_748,48,75
item_749,13,2
item_750,4,1
item_751,21,70
item_752,30,54
item_753,44,50
item_754,2,7
item_755,30,61
item_756,19,98
item_757,3,68
item_758,43,70
item_759,46,32
item_760,33,49
item_761,44,89
item_762,15,95
item_763,32,100
item_764,38,23
item_765,34,50
item_766,3,51
item_767,3,61
item_768,1,38
item_769,18,43
item_770,2,51
item_771,7,16
item_772,22,12
item_773,13,39
item_774,32,61
item_775,10,86
item_776,27,89
item_777,14,73
item_778,23,80
item_779,39,71
item_780,36,94
item_781,46,77
item_782,45,23
item_783,15,19
item_784,1,47
item_785,27,100
item_786,34,11
item_787,22,52
item_788,37,64
item_789,6,15
item_790,14,43
item_791,37,45
item_792,30,76
item_793,34,88
item_794,37,68
item_795,39,45
item_796,17,51
item_797,23,56
item_798,29,66
item_799,35,72
item_800,3,18
item_801,22,86
item_802,43,49
item_803,15,28
item_804,40,88
item_805,16,93
item_806,4,24
item_807,8,54
item_808,13,66
item_809,11,47
item_810,31,27
item_811,37,75
item_812,26,52
item_813,18,80
item_814,36,27
item_815,28,94
item_816,22,7
item_817,42,71
item_818,24,44
item_819,9,37
item_820,15,77
item_821,45,92
item_822,26,29
item_823,44,14
item_824,22,3
item_825,44,17
item_826,5,27
item_827,13,79
item_828,32,56
item_829,50,36
item_830,20,98
item_831,13,24
item_832,42,5
item_833,26,37
item_834,43,73
item_835,36,66
item_836,8,68
item_837,22,45
item_838,19,47
item_839,48,33
item_840,49,72
item_841,43,88
item_842,25,86
item_843,25,87
item_844,9,52
item_845,47,15
item_846,16,72
item_847,13,94
item_848,9,75
item_849,12,9
item_850,16,34
item_851,49,39
item_852,40,42
item_853,37,55
item_854,22,5
item_855,25,71
item_856,46,79
item_857,36,85
item_858,44,35
item_859,42,28
item_860,34,81
item_861,7,9
item_862,49,85
item_863,44,87
item_864,4,88
item_865,33,7
item_866,2,6
item_867,47,81
item_868,12,56
item_869,26,56
item_870,1,56
item_871,32,63
item_872,36,44
item_873,35,14
item_874,22,44
item_875,21,72
item_876,49,52
item_877,39,65
item_878,48,35
item_879,46,81
item_880,48,63
item_881,22,26
item_882,28,74
item_883,30,2
item_884,39,32
item_885,30,9
item_886,50,16
item_887,7,12
item_888,5,91
item_889,25,36
item_890,50,87
item_891,2,94
item_892,17,36
item_893,32,11
item_894,15,23
item_895,6,96
item_896,16,3
item_897,50,47
item_898,1,32
item_899,12,39
item_900,20,11
item_901,36,49
item_902,5,16
item_903,44,25
item_904,34,91
item_905,14,7
item_906,33,99
item_907,11,87
item_908,28,93
item_909,9,97
item_910,34,92
item_911,24,74
item_912,38,40
item_913,15,52
item_914,39,76
item_915,47,32
item_916,26,38
item_917,4,97
item_918,39,89
item_919,30,69
item_920,47,82
item_921,47,50
item_922,47,74
item_923,4,89
item_924,44,72
item_925,32,14
item_926,48,72
item_927,19,40
item_928,25,55
item_929,8,20
item_930,15,78
item_931,30,25
item_932,28,64
item_933,23,59
item_934,15,26
item_935,16,95
item_936,50,8
item_937,12,42
item_938,39,8
item_939,2,34
item_940,42,70
item_941,43,73
item_942,34,58
item_943,9,82
item_944,2,28
item_945,12,38
item_946,42,73
item_947,10,86
item_948,38,77
item_949,33,63
item_950,29,54
item_951,43,10
item_952,16,52
item_953,33,97
item_954,47,45
item_955,26,99
item_956,9,38
item_957,7,70
item_958,43,57
item_959,14,6
item_960,3,47
item_961,3,42
item_962,21,53
item_963,34,10
item_964,46,69
item_965,46,32
item_966,7,79
item_967,27,6
item_968,19,1
item_969,48,18
item_970,13,80
item_971,46,65
item_972,13,85
item_973,14,42
item_974,29,82
item_975,33,64
item_976,47,43
item_977,49,90
item_978,5,94
item_979,47,41
item_980,30,78
item_981,40,82
item_982,1,35
item_983,30,46
item_984,4,33
item_985,41,32
item_986,44,37
item_987,14,57
item_988,44,95
item_989,22,82
item_990,28,12
item_991,27,94
item_992,45,19
item_993,44,72
item_994,27,57
item_995,21,93
item_996,38,58
item_997,34,73
item_998,17,72
item_999,16,41
item_1000,30,96
item_1001,40,95
item_1002,27,96
item_1003,38,12
item_1004,36,9
item_1005,23,17
item_1006,1,29
item_1007,31,57
item_1008,9,15
item_1009,11,22
item_1010,47,96
item_1011,43,49
item_1012,6,4
item_1013,14,79
item_1014,49,82
item_1015,33,6
item_1016,17,67
item_1017,14,32
item_1018,4,57
item_1019,15,90
item_1020,30,52
item_1021,9,71
item_1022,2,99
item_1023,22,54
item_1024,2,94
item_1025,39,19
item_1026,12,3
item_1027,40,12
item_1028,19,73
item_1029,44,57
item_1030,31,15
item_1031,42,6
item_1032,1,98
item_1033,13,51
item_1034,46,94
item_1035,49,35
item_1036,13,73
item_1037,40,6
item_1038,29,47
item_1039,50,33
item_1040,12,71
item_1041,22,51
item_1042,3,10
item_1043,5,28
item_1044,48,37
item_1045,47,83
item_1046,23,78
item_1047,47,29
item_1048,3,4
item_1049,10,64
item_1050,8,30
item_1051,15,70
item_1052,18,29
item_1053,17,44
item_1054,28,92
item_1055,29,60
item_1056,15,88
item_1057,24,97
item_1058,29,80
item_1059,2,90
item_1060,48,31
item_1061,34,2
item_1062,36,15
item_1063,32,42
item_1064,43,84
item_1065,31,23
item_1066,13,97
item_1067,38,53
item_1068,40,73
item_1069,36,66
item_1070,49,59
item_1071,11,63
item_1072,19,67
item_1073,19,38
item_1074,16,90
item_1075,11,9
item_1076,38,94
item_1077,7,47
item_1078,40,97
item_1079,7,53
item_1080,24,66
item_1081,41,91
item_1082,13,61
item_1083,48,27
item_1084,43,67
item_1085,20,22
item_1086,46,40
item_1087,39,24
item_1088,18,57
item_1089,35,46
item_1090,15,77
item_1091,41,45
item_1092,20,49
item_1093,38,36
item_1094,16,11
item_1095,33,36
item_1096,16,35
item_1097,3,17
item_1098,43,3
item_1099,47,28
item_1100,21,49
item_1101,21,15
item_1102,29,92
item_1103,48,11
item_1104,50,41
item_1105,28,32
item_1106,50,60
item_1107,23,31
item_1108,10,52
item_1109,28,25
item_1110,15,87
item_1111,11,53
item_1112,2,22
item_1113,18,5
item_1114,26,82
item_1115,28,23
item_1116,11,34
item_1117,6,94
item_1118,33,84
item_1119,34,84
item_1120,4,10
item_1121,39,23
item_1122,48,84
item_1123,36,52
item_1124,22,79
item_1125,50,22
item_1126,47,62
item_1127,17,84
item_1128,29,25
item_1129,34,85
item_1130,11,72
item_1131,11,93
item_1132,29,91
item_1133,45,2
item_1134,15,82
item_1135,40,82
item_1136,12,50
item_1137,15,95
item_1138,30,67
item_1139,6,58
item_1140,46,93
item_1141,30,8
item_1142,12,41
item_1143,49,15
item_1144,12,87
item_1145,20,29
item_1146,29,86
item_1147,45,54
item_1148,36,45
item_1149,43,51
item_1150,12,35
item_1151,5,70
item_1152,21,63
item_1153,2,83
item_1154,38,95
item_1155,19,88
item_1156,22,47
item_1157,4,38
item_1158,18,22
item_1159,33,21
item_1160,1,50
item_1161,29,28
item_1162,23,4
item_1163,37,99
item_1164,39,57
item_1165,42,57
item_1166,25,25
item_1167,26,72
item_1168,16,62
item_1169,47,23
item_1170,45,32
item_1171,42,2
item_1172,19,74
item_1173,11,49
item_1174,42,64
item_1175,22,40
item_1176,28,65
item_1177,41,86
item_1178,39,46
item_1179,25,68
item_1180,19,49
item_1181,44,44
item_1182,18,59
item_1183,38,69
item_1184,44,56
item_1185,41,44
item_1186,2,1
item_1187,25,53
item_1188,26,8
item_1189,15,8
item_1190,35,59
item_1191,17,98
item_1192,4,55
item_1193,50,41
item_1194,1,17
item_1195,42,10
item_1196,27,38
item_1197,43,82
item_1198,34,47
item_1199,45,97
item_1200,42,28
item_1201,50,15
item_1202,20,34
item_1203,1,18
item_1204,25,6
item_1205,5,64
item_1206,41,48
item_1207,42,65
item_1208,33,36
item_1209,11,48
item_1210,2,72
item_1211,25,83
item_1212,25,5
item_1213,44,77
item_1214,16,68
item_1215,36,58
item_1216,12,1
item_1217,19,9
item_1218,30,31
item_1219,25,4
item_1220,8,17
item_1221,16,82
item_1222,9,24
item_1223,44,21
item_1224,45,15
item_1225,38,80
item_1226,15,52
item_1227,13,45
item_1228,17,33
item_1229,46,3
item_1230,32,47
item_1231,3,72
item_1232,40,91
item_1233,43,78
item_1234,18,54
item_1235,19,16
item_1236,24,62
item_1237,47,50
item_1238,45,87
item_1239,36,22
item_1240,14,80
item_1241,36,74
item_1242,41,50
item_1243,31,17
item_1244,23,39
item_1245,16,18
item_1246,10,60
item_1247,16,70
item_1248,28,30
item_1249,24,78
item_1250,15,17
item_1251,15,55
item_1252,47,6
item_1253,27,21
item_1254,40,10
item_1255,5,46
item_1256,14,23
item_1257,39,45
item_1258,45,50
item_1259,19,8
item_1260,46,78
item_1261,15,28
item_1262,28,70
item_1263,22,19
item_1264,50,90
item_1265,31,56
item_1266,49,80
item_1267,10,64
item_1268,24,81
item_1269,26,2
item_1270,22,4
item_1271,42,3
item_1272,22,27
item_1273,10,41
item_1274,1,3
item_1275,36,66
item_1276,23,51
item_1277,2,51
item_1278,23,77
item_1279,12,56
item_1280,42,72
item_1281,24,61
item_1282,35,36
item_1283,29,6
item_1284,44,67
item_1285,24,29
item_1286,25,32
item_1287,40,93
item_1288,13,100
item_1289,2,6
item_1290,34,88
item_1291,44,33
item_1292,9,74
item_1293,46,18
item_1294,47,47
item_1295,38,92
item_1296,46,46
item_1297,40,51
item_1298,25,41
item_1299,30,91
item_1300,37,54
item_1301,38,18
item_1302,10,65
item_1303,32,57
item_1304,7,50
item_1305,27,25
item_1306,4,5
item_1307,23,73
item_1308,22,91
item_1309,17,6
item_1310,27,11
item_1311,41,98
item_1312,31,66
item_1313,29,87
item_1314,11,76
item_1315,12,82
item_1316,6,67
item_1317,14,11
item_1318,13,55
item_1319,45,43
item_1320,6,78
item_1321,22,10
item_1322,3,65
item_1323,49,8
item_1324,4,100
item_1325,6,68
item_1326,19,30
item_1327,24,4
item_1328,11,78
item_1329,29,70
item_1330,9,90
item_1331,6,19
item_1332,32,14
item_1333,16,50
item_1334,19,69
item_1335,41,45
item_1336,41,94
item_1337,6,18
item_1338,40,65
item_1339,17,48
item_1340,44,67
item_1341,14,23
item_1342,23,47
item_1343,11,45
item_1344,7,48
item_1345,25,5
item_1346,1,75
item_1347,7,39
item_1348,46,73
item_1349,3,94
item_1350,20,49
item_1351,16,41
item_1352,45,93
item_1353,44,70
item_1354,30,61
item_1355,25,53
item_1356,15,55
item_1357,7,78
item_1358,18,45
item_1359,22,58
item_1360,16,56
item_1361,47,28
item_1362,4,97
item_1363,22,44
item_1364,50,19
item_1365,40,31
item_1366,22,80
item_1367,11,67
item_1368,7,17
item_1369,18,14
item_1370,45,37
item_1371,13,74
item_1372,9,83
item_1373,47,74
item_1374,13,4
item_1375,23,74
item_1376,49,50
item_1377,41,20
item_1378,19,94
item_1379,7,67
item_1380,44,99
item_1381,25,35
item_1382,32,51
item_1383,8,27
item_1384,4,100
item_1385,39,50
item_1386,37,83
item_1387,24,43
item_1388,28,20
item_1389,24,4
item_1390,7,22
item_1391,17,30
item_1392,33,27
item_1393,20,36
item_1394,49,27
item_1395,43,21
item_1396,45,62
item_1397,42,73
item_1398,16,25
item_1399,49,2
item_1400,49,25
item_1401,19,46
item_1402,11,23
item_1403,35,13
item_1404,43,7
item_1405,40,64
item_1406,3,88
item_1407,33,22
item_1408,45,100
item_1409,41,74
item_1410,37,67
item_1411,9,28
item_1412,26,2
item_1413,26,10
item_1414,46,2
item_1415,25,68
item_1416,46,72
item_1417,8,79
item_1418,15,19
item_1419,36,96
item_1420,28,81
item_1421,30,31
item_1422,27,97
item_1423,15,42
item_1424,7,50
item_1425,2,1
item_1426,48,51
item_1427,20,34
item_1428,22,22
item_1429,33,22
item_1430,14,39
item_1431,40,67
item_1432,37,54
item_1433,1,88
item_1434,41,86
item_1435,20,28
item_1436,15,93
item_1437,22,19
item_1438,20,90
item_1439,13,39
item_1440,6,56
item_1441,30,48
item_1442,20,27
item_1443,48,71
item_1444,25,28
item_1445,23,38
item_1446,49,39
item_1447,17,47
item_1448,15,81
item_1449,6,66
item_1450,1,71
item_1451,18,73
item_1452,15,6
item_1453,18,91
item_1454,46,23
item_1455,26,56
item_1456,39,6
item_1457,7,73
item_1458,10,79
item_1459,2,69
item_1460,36,79
item_1461,24,36
item_1462,11,29
item_1463,5,58
item_1464,9,47
item_1465,42,82
item_1466,38,73
item_1467,26,58
item_1468,33,58
item_1469,23,81
item_1470,27,89
item_1471,26,66
item_1472,38,42
item_1473,29,81
item_1474,8,65
item_1475,18,85
item_1476,25,22
item_1477,48,35
item_1478,42,43
item_1479,5,45
item_1480,26,22
item_1481,13,87
item_1482,32,68
item_1483,8,95
item_1484,50,24
item_1485,30,11
item_1486,9,5
item_1487,31,43
item_1488,24,34
item_1489,3,13
item_1490,44,51
item_1491,5,13
item_1492,43,26
item_1493,35,46
item_1494,4,48
item_1495,16,83
item_1496,2,32
item_1497,13,15
item_1498,16,22
item_1499,1,19
item_1500,42,21
item_1501,35,41
item_1502,24,52
item_1503,24,63
item_1504,39,69
item_1505,19,31
item_1506,43,15
item_1507,27,61
item_1508,33,14
item_1509,11,43
item_1510,30,28
item_1511,41,88
item_1512,12,69
item_1513,15,31
item_1514,13,72
item_1515,43,72
item_1516,42,22
item_1517,3,57
item_1518,22,9
item_1519,7,31
item_1520,15,60
item_1521,25,44
item_1522,25,91
item_1523,5,39
item_1524,8,78
item_1525,47,49
item_1526,27,97
item_1527,24,8
item_1528,49,67
item_1529,3,76
item_1530,47,84
item_1531,39,16
item_1532,40,16
item_1533,44,76
item_1534,33,92
item_1535,25,54
item_1536,20,65
item_1537,46,23
item_1538,30,40
item_1539,16,58
item_1540,3,70
item_1541,26,33
item_1542,7,25
item_1543,46,99
item_1544,3,47
item_1545,48,1
item_1546,37,11
item_1547,21,64
item_1548,25,23
item_1549,39,10
item_1550,13,2
item_1551,9,32
item_1552,10,39
item_1553,19,32
item_1554,16,58
item_1555,2,84
item_1556,30,14
item_1557,22,38
item_1558,14,39
item_1559,7,4
item_1560,22,69
item_1561,30,94
item_1562,7,48
item_1563,42,62
item_1564,12,66
item_1565,6,16
item_1566,16,59
item_1567,12,49
item_1568,16,47
item_1569,46,61
item_1570,2,55
item_1571,18,49
item_1572,16,26
item_1573,13,1
item_1574,12,81
item_1575,34,74
item_1576,15,37
item_1577,1,78
item_1578,47,19
item_1579,14,88
item_1580,43,98
item_1581,38,19
item_1582,26,69
item_1583,39,73
item_1584,7,5
item_1585,30,10
item_1586,19,15
item_1587,4,17
item_1588,44,100
item_1589,45,47
item_1590,34,88
item_1591,4,9
item_1592,15,31
item_1593,25,60
item_1594,31,55
item_1595,45,53
item_1596,9,65
item_1597,15,93
item_1598,50,51
item_1599,15,58
item_1600,16,41
item_1601,23,77
item_1602,2,3
item_1603,21,73
item_1604,2,99
item_1605,40,26
item_1606,5,22
item_1607,24,25
item_1608,44,90
item_1609,39,15
item_1610,19,88
item_1611,33,10
item_1612,31,63
item_1613,26,36
item_1614,44,44
item_1615,21,79
item_1616,46,84
item_1617,41,28
item_1618,20,53
item_1619,30,64
item_1620,32,73
item_1621,17,56
item_1622,28,15
item_1623,40,15
item_1624,43,87
item_1625,9,62
item_1626,4,94
item_1627,37,79
item_1628,12,18
item_1629,29,75
item_1630,28,83
item_1631,45,22
item_1632,27,62
item_1633,42,71
item_1634,30,41
item_1635,43,19
item_1636,46,59
item_1637,17,16
item_1638,21,89
item_1639,30,34
item_1640,4,60
item_1641,38,3
item_1642,32,89
item_1643,35,74
item_1644,1,81
item_1645,49,37
item_1646,5,94
item_1647,39,90
item_1648,11,15
item_1649,21,19
item_1650,36,89
item_1651,4,72
item_1652,25,99
item_1653,5,56
item_1654,46,23
item_1655,7,20
item_1656,22,18
item_1657,40,19
item_1658,20,16
item_1659,36,76
item_1660,10,91
item_1661,11,5
item_1662,29,42
item_1663,31,63
